DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
08X424,The Hunts Point School,2013-14,361,0,0,0,0,0,0,0,97,133,131,0,0,0,0,173,47.90%,188,52.10%,0,0.00%,105,29.10%,252,69.80%,0,0.00%,4,1.10%,105,29.10%,71,19.70%,332,92.00%
08X424,The Hunts Point School,2014-15,353,0,0,0,0,0,0,0,107,104,142,0,0,0,0,164,46.50%,189,53.50%,1,0.30%,103,29.20%,247,70.00%,1,0.30%,1,0.30%,104,29.50%,88,24.90%,325,92.10%
08X424,The Hunts Point School,2015-16,316,0,0,0,0,0,0,0,106,107,103,0,0,0,0,149,47.20%,167,52.80%,0,0.00%,65,20.60%,244,77.20%,3,0.90%,4,1.30%,97,30.70%,84,26.60%,295,93.40%
08X432,Bronx Bridges High School,2011-12,155,0,0,0,0,0,0,0,0,0,0,75,80,0,0,74,47.70%,81,52.30%,8,5.20%,13,8.40%,129,83.20%,1,0.60%,4,2.60%,15,9.70%,127,81.90%,155,100.00%
08X432,Bronx Bridges High School,2012-13,236,0,0,0,0,0,0,0,0,0,0,78,79,79,0,111,47.00%,125,53.00%,15,6.40%,22,9.30%,190,80.50%,5,2.10%,4,1.70%,19,8.10%,198,83.90%,236,100.00%
08X432,Bronx Bridges High School,2013-14,313,0,0,0,0,0,0,0,0,0,0,89,76,75,73,141,45.00%,172,55.00%,20,6.40%,25,8.00%,259,82.70%,4,1.30%,5,1.60%,37,11.80%,258,82.40%,313,100.00%
08X432,Bronx Bridges High School,2014-15,333,0,0,0,0,0,0,0,0,0,0,89,83,74,87,142,42.60%,191,57.40%,26,7.80%,23,6.90%,275,82.60%,3,0.90%,6,1.80%,39,11.70%,274,82.30%,333,100.00%
08X432,Bronx Bridges High School,2015-16,315,0,0,0,0,0,0,0,0,0,0,86,79,82,68,130,41.30%,185,58.70%,28,8.90%,18,5.70%,258,81.90%,3,1.00%,8,2.50%,39,12.40%,248,78.70%,315,100.00%
08X448,Soundview Academy for Culture and Scholarship,2011-12,311,0,0,0,0,0,0,0,93,101,117,0,0,0,0,145,46.60%,166,53.40%,3,1.00%,105,33.80%,197,63.30%,4,1.30%,2,0.60%,67,21.50%,29,9.30%,311,100.00%
08X448,Soundview Academy for Culture and Scholarship,2012-13,293,0,0,0,0,0,0,0,97,91,105,0,0,0,0,133,45.40%,160,54.60%,7,2.40%,78,26.60%,205,70.00%,2,0.70%,1,0.30%,68,23.20%,39,13.30%,293,100.00%
08X448,Soundview Academy for Culture and Scholarship,2013-14,305,0,0,0,0,0,0,0,112,101,92,0,0,0,0,151,49.50%,154,50.50%,8,2.60%,98,32.10%,196,64.30%,0,0.00%,3,1.00%,81,26.60%,37,12.10%,305,100.00%
08X448,Soundview Academy for Culture and Scholarship,2014-15,348,0,0,0,0,0,0,0,118,122,108,0,0,0,0,201,57.80%,147,42.20%,11,3.20%,103,29.60%,229,65.80%,2,0.60%,3,0.90%,84,24.10%,41,11.80%,348,100.00%
08X448,Soundview Academy for Culture and Scholarship,2015-16,362,0,0,0,0,0,0,0,117,118,127,0,0,0,0,209,57.70%,153,42.30%,8,2.20%,111,30.70%,236,65.20%,2,0.60%,5,1.40%,86,23.80%,40,11.00%,362,100.00%
08X452,Bronx Guild,2011-12,305,0,0,0,0,0,0,0,0,0,0,73,77,85,70,154,50.50%,151,49.50%,12,3.90%,103,33.80%,187,61.30%,1,0.30%,2,0.70%,77,25.20%,23,7.50%,305,100.00%
08X452,Bronx Guild,2012-13,304,0,0,0,0,0,0,0,0,0,0,90,64,64,86,149,49.00%,155,51.00%,12,3.90%,98,32.20%,190,62.50%,1,0.30%,3,1.00%,90,29.60%,29,9.50%,304,100.00%
08X452,Bronx Guild,2013-14,315,0,0,0,0,0,0,0,0,0,0,92,82,60,81,158,50.20%,157,49.80%,12,3.80%,96,30.50%,202,64.10%,1,0.30%,4,1.30%,98,31.10%,30,9.50%,315,100.00%
08X452,Bronx Guild,2014-15,326,0,0,0,0,0,0,0,0,0,0,99,85,69,73,145,44.50%,181,55.50%,13,4.00%,105,32.20%,201,61.70%,3,0.90%,4,1.20%,100,30.70%,34,10.40%,326,100.00%
08X452,Bronx Guild,2015-16,322,0,0,0,0,0,0,0,0,0,0,97,86,72,67,145,45.00%,177,55.00%,10,3.10%,100,31.10%,205,63.70%,4,1.20%,3,0.90%,88,27.30%,32,9.90%,322,100.00%
08X467,Mott Hall Community School,2011-12,272,0,0,0,0,0,0,0,90,85,97,0,0,0,0,120,44.10%,152,55.90%,5,1.80%,45,16.50%,170,62.50%,2,0.70%,50,18.40%,66,24.30%,18,6.60%,212,77.90%
08X467,Mott Hall Community School,2012-13,275,0,0,0,0,0,0,0,81,105,89,0,0,0,0,131,47.60%,144,52.40%,6,2.20%,42,15.30%,181,65.80%,1,0.40%,45,16.40%,71,25.80%,21,7.60%,219,79.60%
08X467,Mott Hall Community School,2013-14,262,0,0,0,0,0,0,0,59,98,105,0,0,0,0,133,50.80%,129,49.20%,7,2.70%,27,10.30%,179,68.30%,0,0.00%,49,18.70%,81,30.90%,22,8.40%,209,79.80%
08X467,Mott Hall Community School,2014-15,225,0,0,0,0,0,0,0,60,70,95,0,0,0,0,108,48.00%,117,52.00%,4,1.80%,23,10.20%,157,69.80%,0,0.00%,41,18.20%,81,36.00%,15,6.70%,173,76.90%
08X467,Mott Hall Community School,2015-16,249,0,0,0,0,0,0,0,90,81,78,0,0,0,0,117,47.00%,132,53.00%,9,3.60%,24,9.60%,172,69.10%,0,0.00%,44,17.70%,72,28.90%,14,5.60%,210,84.30%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,2011-12,363,0,0,0,0,0,0,0,0,0,0,121,104,67,71,207,57.00%,156,43.00%,5,1.40%,79,21.80%,276,76.00%,1,0.30%,2,0.60%,77,21.20%,51,14.00%,289,79.60%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,2012-13,349,0,0,0,0,0,0,0,0,0,0,103,123,59,64,184,52.70%,165,47.30%,4,1.10%,90,25.80%,245,70.20%,6,1.70%,4,1.10%,88,25.20%,45,12.90%,281,80.50%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,2013-14,341,0,0,0,0,0,0,0,0,0,0,93,116,69,63,185,54.30%,156,45.70%,6,1.80%,89,26.10%,236,69.20%,4,1.20%,6,1.80%,87,25.50%,38,11.10%,284,83.30%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,2014-15,307,0,0,0,0,0,0,0,0,0,0,88,84,69,66,163,53.10%,144,46.90%,6,2.00%,81,26.40%,209,68.10%,5,1.60%,6,2.00%,84,27.40%,31,10.10%,262,85.30%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,2015-16,275,0,0,0,0,0,0,0,0,0,0,89,79,51,56,150,54.50%,125,45.50%,9,3.30%,69,25.10%,186,67.60%,6,2.20%,5,1.80%,93,33.80%,41,14.90%,240,87.30%
08X530,Banana Kelly High School,2011-12,451,0,0,0,0,0,0,0,0,0,0,122,139,108,82,226,50.10%,225,49.90%,3,0.70%,147,32.60%,295,65.40%,1,0.20%,5,1.10%,115,25.50%,65,14.40%,347,76.90%
08X530,Banana Kelly High School,2012-13,423,0,0,0,0,0,0,0,0,0,0,119,118,95,91,212,50.10%,211,49.90%,4,0.90%,140,33.10%,274,64.80%,1,0.20%,4,0.90%,114,27.00%,74,17.50%,342,80.90%
08X530,Banana Kelly High School,2013-14,364,0,0,0,0,0,0,0,0,0,0,79,106,85,94,171,47.00%,193,53.00%,2,0.50%,132,36.30%,226,62.10%,1,0.30%,3,0.80%,99,27.20%,48,13.20%,302,83.00%
08X530,Banana Kelly High School,2014-15,325,0,0,0,0,0,0,0,0,0,0,83,78,73,91,131,40.30%,194,59.70%,0,0.00%,122,37.50%,198,60.90%,3,0.90%,2,0.60%,103,31.70%,37,11.40%,298,91.70%
08X530,Banana Kelly High School,2015-16,234,0,0,0,0,0,0,0,0,0,0,73,45,50,66,100,42.70%,134,57.30%,1,0.40%,83,35.50%,146,62.40%,1,0.40%,3,1.30%,79,33.80%,30,12.80%,198,84.60%
08X537,Bronx Arena High School,2011-12,129,0,0,0,0,0,0,0,0,0,0,0,106,0,23,73,56.60%,56,43.40%,3,2.30%,52,40.30%,72,55.80%,1,0.80%,1,0.80%,13,10.10%,6,4.70%,103,79.80%
08X537,Bronx Arena High School,2012-13,204,0,0,0,0,0,0,0,0,0,0,48,71,51,34,111,54.40%,93,45.60%,3,1.50%,83,40.70%,113,55.40%,1,0.50%,4,2.00%,12,5.90%,12,5.90%,168,82.40%
08X537,Bronx Arena High School,2013-14,214,0,0,0,0,0,0,0,0,0,0,33,65,69,47,117,54.70%,97,45.30%,1,0.50%,80,37.40%,130,60.70%,1,0.50%,2,0.90%,10,4.70%,8,3.70%,168,78.50%
08X537,Bronx Arena High School,2014-15,207,0,0,0,0,0,0,0,0,0,0,43,73,65,26,104,50.20%,103,49.80%,1,0.50%,70,33.80%,130,62.80%,2,1.00%,4,1.90%,14,6.80%,7,3.40%,166,80.20%
08X537,Bronx Arena High School,2015-16,215,0,0,0,0,0,0,0,0,0,0,58,77,54,26,105,48.80%,110,51.20%,2,0.90%,79,36.70%,126,58.60%,3,1.40%,5,2.30%,20,9.30%,7,3.30%,162,75.30%
08X558,Westchester Square Academy,2012-13,108,0,0,0,0,0,0,0,0,0,0,108,0,0,0,67,62.00%,41,38.00%,3,2.80%,33,30.60%,57,52.80%,5,4.60%,10,9.30%,26,24.10%,11,10.20%,108,100.00%
08X558,Westchester Square Academy,2013-14,251,0,0,0,0,0,0,0,0,0,0,143,108,0,0,134,53.40%,117,46.60%,11,4.40%,78,31.10%,133,53.00%,8,3.20%,21,8.40%,62,24.70%,19,7.60%,251,100.00%
08X558,Westchester Square Academy,2014-15,396,0,0,0,0,0,0,0,0,0,0,163,138,95,0,188,47.50%,208,52.50%,18,4.50%,106,26.80%,224,56.60%,13,3.30%,35,8.80%,89,22.50%,27,6.80%,396,100.00%
08X558,Westchester Square Academy,2015-16,540,0,0,0,0,0,0,0,0,0,0,162,156,144,78,258,47.80%,282,52.20%,31,5.70%,134,24.80%,304,56.30%,18,3.30%,53,9.80%,117,21.70%,29,5.40%,540,100.00%
08X559,School for Tourism and Hospitality,2012-13,88,0,0,0,0,0,0,0,0,0,0,88,0,0,0,53,60.20%,35,39.80%,2,2.30%,25,28.40%,60,68.20%,1,1.10%,0,0.00%,15,17.00%,14,15.90%,84,95.50%
08X559,School for Tourism and Hospitality,2013-14,161,0,0,0,0,0,0,0,0,0,0,93,68,0,0,103,64.00%,58,36.00%,2,1.20%,58,36.00%,95,59.00%,6,3.70%,0,0.00%,32,19.90%,35,21.70%,151,93.80%
08X559,School for Tourism and Hospitality,2014-15,240,0,0,0,0,0,0,0,0,0,0,102,82,56,0,163,67.90%,77,32.10%,3,1.30%,84,35.00%,147,61.30%,6,2.50%,0,0.00%,41,17.10%,37,15.40%,220,91.70%
08X559,School for Tourism and Hospitality,2015-16,305,0,0,0,0,0,0,0,0,0,0,107,83,63,52,196,64.30%,109,35.70%,5,1.60%,109,35.70%,182,59.70%,5,1.60%,4,1.30%,69,22.60%,43,14.10%,265,86.90%
08X561,Bronx Compass High School,2012-13,86,0,0,0,0,0,0,0,0,0,0,86,0,0,0,32,37.20%,54,62.80%,2,2.30%,35,40.70%,44,51.20%,4,4.70%,1,1.20%,25,29.10%,5,5.80%,86,100.00%
08X561,Bronx Compass High School,2013-14,195,0,0,0,0,0,0,0,0,0,0,105,90,0,0,70,35.90%,125,64.10%,3,1.50%,72,36.90%,110,56.40%,7,3.60%,3,1.50%,54,27.70%,13,6.70%,195,100.00%
08X561,Bronx Compass High School,2014-15,332,0,0,0,0,0,0,0,0,0,0,125,113,94,0,122,36.70%,210,63.30%,8,2.40%,116,34.90%,199,59.90%,6,1.80%,3,0.90%,94,28.30%,27,8.10%,332,100.00%
08X561,Bronx Compass High School,2015-16,440,0,0,0,0,0,0,0,0,0,0,114,132,112,82,145,33.00%,295,67.00%,13,3.00%,144,32.70%,272,61.80%,8,1.80%,3,0.70%,118,26.80%,30,6.80%,440,100.00%
08X562,Blueprint Middle School,2012-13,96,0,0,0,0,0,0,0,96,0,0,0,0,0,0,39,40.60%,57,59.40%,11,11.50%,21,21.90%,62,64.60%,0,0.00%,2,2.10%,20,20.80%,13,13.50%,96,100.00%
08X562,Blueprint Middle School,2013-14,201,0,0,0,0,0,0,0,105,96,0,0,0,0,0,90,44.80%,111,55.20%,34,16.90%,38,18.90%,123,61.20%,2,1.00%,4,2.00%,49,24.40%,34,16.90%,201,100.00%
08X562,Blueprint Middle School,2014-15,306,0,0,0,0,0,0,0,100,108,98,0,0,0,0,149,48.70%,157,51.30%,61,19.90%,59,19.30%,179,58.50%,3,1.00%,4,1.30%,67,21.90%,50,16.30%,306,100.00%
08X562,Blueprint Middle School,2015-16,301,0,0,0,0,0,0,0,90,105,106,0,0,0,0,154,51.20%,147,48.80%,69,22.90%,55,18.30%,168,55.80%,6,2.00%,3,1.00%,65,21.60%,46,15.30%,301,100.00%
09X004,P.S./M.S. 004 Crotona Park West,2011-12,395,0,37,44,54,39,40,42,44,39,56,0,0,0,0,186,47.10%,209,52.90%,2,0.50%,209,52.90%,179,45.30%,3,0.80%,2,0.50%,92,23.30%,42,10.60%,381,96.50%
09X004,P.S./M.S. 004 Crotona Park West,2012-13,539,0,68,55,71,73,60,53,64,52,43,0,0,0,0,268,49.70%,271,50.30%,3,0.60%,262,48.60%,265,49.20%,4,0.70%,5,0.90%,109,20.20%,64,11.90%,522,96.80%
09X004,P.S./M.S. 004 Crotona Park West,2013-14,507,0,44,64,60,71,56,46,56,55,55,0,0,0,0,244,48.10%,263,51.90%,2,0.40%,270,53.30%,229,45.20%,2,0.40%,4,0.80%,105,20.70%,50,9.90%,499,98.40%
09X004,P.S./M.S. 004 Crotona Park West,2014-15,548,27,54,58,79,54,69,44,50,52,61,0,0,0,0,261,47.60%,287,52.40%,2,0.40%,288,52.60%,250,45.60%,3,0.50%,5,0.90%,123,22.40%,58,10.60%,529,96.50%
09X004,P.S./M.S. 004 Crotona Park West,2015-16,599,30,64,61,63,75,62,72,57,49,66,0,0,0,0,278,46.40%,321,53.60%,3,0.50%,315,52.60%,271,45.20%,5,0.80%,5,0.80%,136,22.70%,72,12.00%,571,95.30%
09X011,P.S. 011 Highbridge,2011-12,725,0,117,128,131,117,145,87,0,0,0,0,0,0,0,342,47.20%,383,52.80%,1,0.10%,228,31.40%,489,67.40%,2,0.30%,5,0.70%,146,20.10%,248,34.20%,694,95.70%
09X011,P.S. 011 Highbridge,2012-13,758,0,118,126,121,133,126,134,0,0,0,0,0,0,0,366,48.30%,392,51.70%,4,0.50%,227,29.90%,524,69.10%,1,0.10%,2,0.30%,141,18.60%,254,33.50%,719,94.90%
09X011,P.S. 011 Highbridge,2013-14,755,0,118,119,127,138,129,124,0,0,0,0,0,0,0,370,49.00%,385,51.00%,3,0.40%,222,29.40%,518,68.60%,5,0.70%,7,0.90%,146,19.30%,216,28.60%,716,94.80%
09X011,P.S. 011 Highbridge,2014-15,739,0,101,118,126,126,134,134,0,0,0,0,0,0,0,347,47.00%,392,53.00%,2,0.30%,240,32.50%,490,66.30%,2,0.30%,5,0.70%,152,20.60%,170,23.00%,718,97.20%
09X011,P.S. 011 Highbridge,2015-16,698,0,114,108,114,117,113,132,0,0,0,0,0,0,0,332,47.60%,366,52.40%,2,0.30%,206,29.50%,482,69.10%,5,0.70%,3,0.40%,140,20.10%,176,25.20%,669,95.80%
09X022,J.H.S. 022 Jordan L. Mott,2011-12,653,0,0,0,0,0,0,0,219,256,178,0,0,0,0,324,49.60%,329,50.40%,10,1.50%,173,26.50%,464,71.10%,2,0.30%,4,0.60%,129,19.80%,197,30.20%,628,96.20%
09X022,J.H.S. 022 Jordan L. Mott,2012-13,673,0,0,0,0,0,0,0,215,217,241,0,0,0,0,328,48.70%,345,51.30%,10,1.50%,182,27.00%,475,70.60%,1,0.10%,5,0.70%,141,21.00%,211,31.40%,648,96.30%
09X022,J.H.S. 022 Jordan L. Mott,2013-14,570,0,0,0,0,0,0,0,157,199,214,0,0,0,0,282,49.50%,288,50.50%,9,1.60%,159,27.90%,396,69.50%,1,0.20%,5,0.90%,125,21.90%,193,33.90%,523,91.80%
09X022,J.H.S. 022 Jordan L. Mott,2014-15,487,0,0,0,0,0,0,0,142,152,193,0,0,0,0,241,49.50%,246,50.50%,6,1.20%,138,28.30%,339,69.60%,2,0.40%,2,0.40%,118,24.20%,186,38.20%,474,97.30%
09X022,J.H.S. 022 Jordan L. Mott,2015-16,425,0,0,0,0,0,0,0,142,139,144,0,0,0,0,190,44.70%,235,55.30%,4,0.90%,108,25.40%,307,72.20%,1,0.20%,5,1.20%,96,22.60%,158,37.20%,400,94.10%
09X028,P.S. 028 Mount Hope,2011-12,750,36,85,119,109,139,132,130,0,0,0,0,0,0,0,358,47.70%,392,52.30%,3,0.40%,121,16.10%,625,83.30%,1,0.10%,0,0.00%,134,17.90%,236,31.50%,744,99.20%
09X028,P.S. 028 Mount Hope,2012-13,732,37,93,135,114,93,144,116,0,0,0,0,0,0,0,333,45.50%,399,54.50%,6,0.80%,127,17.30%,597,81.60%,1,0.10%,1,0.10%,142,19.40%,228,31.10%,727,99.30%
09X028,P.S. 028 Mount Hope,2013-14,736,36,107,108,133,120,97,135,0,0,0,0,0,0,0,317,43.10%,419,56.90%,3,0.40%,128,17.40%,591,80.30%,12,1.60%,2,0.30%,159,21.60%,222,30.20%,733,99.60%
09X028,P.S. 028 Mount Hope,2014-15,740,36,142,113,110,122,120,97,0,0,0,0,0,0,0,336,45.40%,404,54.60%,4,0.50%,141,19.10%,589,79.60%,3,0.40%,3,0.40%,139,18.80%,246,33.20%,736,99.50%
09X028,P.S. 028 Mount Hope,2015-16,768,54,98,146,119,107,128,116,0,0,0,0,0,0,0,331,43.10%,437,56.90%,5,0.70%,135,17.60%,621,80.90%,2,0.30%,5,0.70%,141,18.40%,243,31.60%,760,99.00%
09X035,P.S. 035 Franz Siegel,2011-12,646,0,118,97,86,112,111,122,0,0,0,0,0,0,0,320,49.50%,326,50.50%,6,0.90%,194,30.00%,441,68.30%,3,0.50%,2,0.30%,81,12.50%,131,20.30%,627,97.10%
09X035,P.S. 035 Franz Siegel,2012-13,642,0,122,122,96,78,119,105,0,0,0,0,0,0,0,298,46.40%,344,53.60%,4,0.60%,181,28.20%,446,69.50%,6,0.90%,5,0.80%,118,18.40%,147,22.90%,615,95.80%
09X035,P.S. 035 Franz Siegel,2013-14,661,0,111,134,120,95,85,116,0,0,0,0,0,0,0,315,47.70%,346,52.30%,8,1.20%,188,28.40%,447,67.60%,13,2.00%,5,0.80%,150,22.70%,156,23.60%,642,97.10%
09X035,P.S. 035 Franz Siegel,2014-15,710,0,109,129,131,136,114,91,0,0,0,0,0,0,0,332,46.80%,378,53.20%,4,0.60%,200,28.20%,486,68.50%,13,1.80%,7,1.00%,172,24.20%,159,22.40%,687,96.80%
09X035,P.S. 035 Franz Siegel,2015-16,696,0,105,102,119,129,123,118,0,0,0,0,0,0,0,322,46.30%,374,53.70%,7,1.00%,201,28.90%,474,68.10%,9,1.30%,5,0.70%,159,22.80%,172,24.70%,665,95.50%
09X042,P.S. 042 Claremont,2011-12,500,33,82,77,68,81,81,78,0,0,0,0,0,0,0,237,47.40%,263,52.60%,3,0.60%,202,40.40%,287,57.40%,0,0.00%,8,1.60%,121,24.20%,92,18.40%,494,98.80%
09X042,P.S. 042 Claremont,2012-13,467,36,62,77,80,73,68,71,0,0,0,0,0,0,0,225,48.20%,242,51.80%,3,0.60%,192,41.10%,260,55.70%,2,0.40%,10,2.10%,108,23.10%,87,18.60%,464,99.40%
09X042,P.S. 042 Claremont,2013-14,460,32,62,74,79,82,63,68,0,0,0,0,0,0,0,227,49.30%,233,50.70%,3,0.70%,200,43.50%,247,53.70%,2,0.40%,8,1.70%,112,24.30%,57,12.40%,457,99.30%
09X042,P.S. 042 Claremont,2014-15,453,32,74,73,73,70,83,48,0,0,0,0,0,0,0,218,48.10%,235,51.90%,2,0.40%,187,41.30%,253,55.80%,2,0.40%,9,2.00%,121,26.70%,65,14.30%,451,99.60%
09X042,P.S. 042 Claremont,2015-16,441,27,79,58,65,72,69,71,0,0,0,0,0,0,0,223,50.60%,218,49.40%,2,0.50%,179,40.60%,249,56.50%,2,0.50%,9,2.00%,106,24.00%,69,15.60%,437,99.10%
09X053,P.S. 053 Basheer Quisim,2011-12,1372,52,234,217,207,200,233,229,0,0,0,0,0,0,0,680,49.60%,692,50.40%,17,1.20%,437,31.90%,901,65.70%,5,0.40%,12,0.90%,138,10.10%,443,32.30%,1372,100.00%
09X053,P.S. 053 Basheer Quisim,2012-13,1353,54,209,250,208,217,200,215,0,0,0,0,0,0,0,657,48.60%,696,51.40%,16,1.20%,470,34.70%,852,63.00%,3,0.20%,12,0.90%,159,11.80%,393,29.00%,1353,100.00%
09X053,P.S. 053 Basheer Quisim,2013-14,1320,36,218,210,216,203,235,202,0,0,0,0,0,0,0,644,48.80%,676,51.20%,12,0.90%,469,35.50%,827,62.70%,1,0.10%,11,0.80%,211,16.00%,361,27.30%,1320,100.00%
09X053,P.S. 053 Basheer Quisim,2014-15,1321,54,214,225,205,183,217,223,0,0,0,0,0,0,0,644,48.80%,677,51.20%,9,0.70%,437,33.10%,856,64.80%,3,0.20%,16,1.20%,195,14.80%,310,23.50%,1321,100.00%
09X053,P.S. 053 Basheer Quisim,2015-16,1259,54,216,178,206,206,198,201,0,0,0,0,0,0,0,608,48.30%,651,51.70%,10,0.80%,414,32.90%,811,64.40%,4,0.30%,20,1.60%,177,14.10%,313,24.90%,1259,100.00%
09X055,P.S. 055 Benjamin Franklin,2011-12,710,35,104,109,117,113,96,136,0,0,0,0,0,0,0,315,44.40%,395,55.60%,2,0.30%,352,49.60%,352,49.60%,2,0.30%,2,0.30%,134,18.90%,138,19.40%,683,96.20%
09X055,P.S. 055 Benjamin Franklin,2012-13,668,34,99,115,106,131,97,86,0,0,0,0,0,0,0,316,47.30%,352,52.70%,2,0.30%,332,49.70%,329,49.30%,0,0.00%,5,0.70%,102,15.30%,112,16.80%,638,95.50%
09X055,P.S. 055 Benjamin Franklin,2013-14,684,35,98,104,113,126,125,83,0,0,0,0,0,0,0,335,49.00%,349,51.00%,0,0.00%,344,50.30%,340,49.70%,0,0.00%,0,0.00%,119,17.40%,93,13.60%,657,96.10%
09X055,P.S. 055 Benjamin Franklin,2014-15,720,65,98,97,109,123,119,109,0,0,0,0,0,0,0,377,52.40%,343,47.60%,1,0.10%,360,50.00%,356,49.40%,2,0.30%,1,0.10%,133,18.50%,94,13.10%,682,94.70%
09X055,P.S. 055 Benjamin Franklin,2015-16,726,70,100,109,106,110,128,103,0,0,0,0,0,0,0,359,49.40%,367,50.60%,0,0.00%,341,47.00%,381,52.50%,3,0.40%,1,0.10%,127,17.50%,82,11.30%,665,91.60%
09X058,P.S. 058,2011-12,441,0,57,60,58,89,97,80,0,0,0,0,0,0,0,203,46.00%,238,54.00%,1,0.20%,116,26.30%,317,71.90%,1,0.20%,6,1.40%,114,25.90%,120,27.20%,430,97.50%
09X058,P.S. 058,2012-13,469,0,102,66,68,63,81,89,0,0,0,0,0,0,0,219,46.70%,250,53.30%,1,0.20%,113,24.10%,337,71.90%,11,2.30%,7,1.50%,116,24.70%,124,26.40%,437,93.20%
09X058,P.S. 058,2013-14,456,0,83,104,66,68,61,74,0,0,0,0,0,0,0,220,48.20%,236,51.80%,1,0.20%,107,23.50%,333,73.00%,7,1.50%,8,1.80%,116,25.40%,103,22.60%,417,91.40%
09X058,P.S. 058,2014-15,488,35,75,86,103,61,72,56,0,0,0,0,0,0,0,231,47.30%,257,52.70%,1,0.20%,121,24.80%,353,72.30%,7,1.40%,6,1.20%,102,20.90%,95,19.50%,453,92.80%
09X058,P.S. 058,2015-16,505,32,78,79,87,93,70,66,0,0,0,0,0,0,0,245,48.50%,260,51.50%,1,0.20%,131,25.90%,358,70.90%,8,1.60%,7,1.40%,99,19.60%,99,19.60%,415,82.20%
09X063,P.S. 063 Author's Academy,2011-12,612,36,113,108,94,97,95,69,0,0,0,0,0,0,0,327,53.40%,285,46.60%,1,0.20%,244,39.90%,361,59.00%,2,0.30%,4,0.70%,113,18.50%,113,18.50%,590,96.40%
09X063,P.S. 063 Author's Academy,2012-13,625,36,115,108,101,91,82,92,0,0,0,0,0,0,0,319,51.00%,306,49.00%,1,0.20%,235,37.60%,379,60.60%,3,0.50%,7,1.10%,118,18.90%,118,18.90%,596,95.40%
09X063,P.S. 063 Author's Academy,2013-14,588,36,103,115,88,98,74,74,0,0,0,0,0,0,0,310,52.70%,278,47.30%,1,0.20%,216,36.70%,354,60.20%,2,0.30%,15,2.60%,117,19.90%,109,18.50%,559,95.10%
09X063,P.S. 063 Author's Academy,2014-15,599,36,107,99,110,86,93,68,0,0,0,0,0,0,0,299,49.90%,300,50.10%,3,0.50%,208,34.70%,372,62.10%,4,0.70%,12,2.00%,126,21.00%,118,19.70%,564,94.20%
09X063,P.S. 063 Author's Academy,2015-16,650,51,109,99,92,117,81,101,0,0,0,0,0,0,0,343,52.80%,307,47.20%,2,0.30%,234,36.00%,394,60.60%,2,0.30%,18,2.80%,132,20.30%,126,19.40%,621,95.50%
09X064,P.S. 064 Pura Belpre,2011-12,884,0,164,132,157,158,139,134,0,0,0,0,0,0,0,415,46.90%,469,53.10%,8,0.90%,133,15.00%,737,83.40%,3,0.30%,3,0.30%,159,18.00%,433,49.00%,861,97.40%
09X064,P.S. 064 Pura Belpre,2012-13,865,0,132,125,134,171,156,147,0,0,0,0,0,0,0,419,48.40%,446,51.60%,4,0.50%,131,15.10%,722,83.50%,4,0.50%,4,0.50%,166,19.20%,416,48.10%,857,99.10%
09X064,P.S. 064 Pura Belpre,2013-14,470,0,0,0,0,174,144,152,0,0,0,0,0,0,0,237,50.40%,233,49.60%,4,0.90%,74,15.70%,387,82.30%,1,0.20%,4,0.90%,111,23.60%,213,45.30%,463,98.50%
09X064,P.S. 064 Pura Belpre,2014-15,285,0,0,0,0,0,156,129,0,0,0,0,0,0,0,142,49.80%,143,50.20%,2,0.70%,43,15.10%,238,83.50%,1,0.40%,1,0.40%,73,25.60%,123,43.20%,283,99.30%
09X064,P.S. 064 Pura Belpre,2015-16,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,77,55.80%,61,44.20%,0,0.00%,22,15.90%,115,83.30%,1,0.70%,0,0.00%,29,21.00%,57,41.30%,137,99.30%
09X070,P.S. 070 Max Schoenfeld,2011-12,1369,0,218,204,223,252,234,238,0,0,0,0,0,0,0,704,51.40%,665,48.60%,31,2.30%,314,22.90%,1016,74.20%,5,0.40%,3,0.20%,153,11.20%,400,29.20%,1339,97.80%
09X070,P.S. 070 Max Schoenfeld,2012-13,1352,0,216,214,205,249,241,227,0,0,0,0,0,0,0,673,49.80%,679,50.20%,24,1.80%,341,25.20%,978,72.30%,6,0.40%,3,0.20%,171,12.60%,358,26.50%,1330,98.40%
09X070,P.S. 070 Max Schoenfeld,2013-14,1388,0,235,241,221,252,209,230,0,0,0,0,0,0,0,697,50.20%,691,49.80%,22,1.60%,346,24.90%,1006,72.50%,7,0.50%,7,0.50%,206,14.80%,341,24.60%,1368,98.60%
