´ŽèSchoolName,CONTENT_AREA,CATEGORY,TYPE,GRADE_SUBJECT,YEAR,ACCOUNTABLE,PARTICIPANT,REPORTABLE,LEVEL_NOT_DETERMINED,LEVEL_NOT_DETERMINED_PCT,BELOW_BASIC,BELOW_BASIC_PCT,BASIC,BASIC_PCT,PROFICIENT,PROFICIENT_PCT,ADVANCED,ADVANCED_PCT,MAP_INDEX,MEAN_SCALE_SCORE,MEDIAN_TERRANOVA
EARL NANCE  SR. ELEM.  (5610),Eng. Language Arts,Total,Total,Third Grade,2015,60,,60,*,*,34,56.7,17,28.3,*,10,*,5,,2364.1,--
EARL NANCE  SR. ELEM.  (5610),Eng. Language Arts,Total,Total,Fourth Grade,2015,44,,44,*,*,29,65.9,*,13.6,*,18.2,*,*,,2383.7,--
EARL NANCE  SR. ELEM.  (5610),Eng. Language Arts,Total,Total,Fifth Grade,2015,32,,32,*,*,21,65.6,*,28.1,*,6.3,*,*,,2398.6,--
EARL NANCE  SR. ELEM.  (5610),Eng. Language Arts,Total,Total,Sixth Grade,2015,42,,42,*,*,19,45.2,10,23.8,11,26.2,*,*,,2470.3,--
EARL NANCE  SR. ELEM.  (5610),Mathematics,Total,Total,Third Grade,2015,60,,60,*,*,35,58.3,13,21.7,10,16.7,*,*,,2373.9,--
EARL NANCE  SR. ELEM.  (5610),Mathematics,Total,Total,Fourth Grade,2015,44,,44,*,*,26,59.1,16,36.4,*,*,*,*,,2399.8,--
EARL NANCE  SR. ELEM.  (5610),Mathematics,Total,Total,Fifth Grade,2015,32,,32,*,*,26,81.3,*,15.6,*,*,*,*,,2403.3,--
EARL NANCE  SR. ELEM.  (5610),Mathematics,Total,Total,Sixth Grade,2015,42,,42,*,*,30,71.4,10,23.8,*,*,*,*,,2412.6,--
EARL NANCE  SR. ELEM.  (5610),Science,Total,Total,Fifth Grade,2015,32,,32,*,*,22,68.8,*,25,*,6.3,*,*,,606,--
FANNING MIDDLE COMMUNITY ED.  (3140),Eng. Language Arts,Total,Total,Sixth Grade,2015,81,,72,*,11.1,45,62.5,17,23.6,10,13.9,*,*,,2433.9,--
FANNING MIDDLE COMMUNITY ED.  (3140),Eng. Language Arts,Total,Total,Seventh Grade,2015,190,,178,12,6.3,88,49.4,38,21.3,42,23.6,10,5.6,,2487.2,--
FANNING MIDDLE COMMUNITY ED.  (3140),Eng. Language Arts,Total,Total,Eighth Grade,2015,164,,159,*,*,107,67.3,34,21.4,16,10.1,*,*,,2466,--
FANNING MIDDLE COMMUNITY ED.  (3140),Mathematics,Total,Total,Sixth Grade,2015,80,,80,*,*,62,77.5,14,17.5,*,*,*,*,,2404.2,--
FANNING MIDDLE COMMUNITY ED.  (3140),Mathematics,Total,Total,Seventh Grade,2015,189,,189,*,*,136,72,44,23.3,*,*,*,*,,2422.6,--
FANNING MIDDLE COMMUNITY ED.  (3140),Mathematics,Total,Total,Eighth Grade,2015,165,,165,*,*,140,84.8,16,9.7,*,*,*,*,,2420.7,--
FANNING MIDDLE COMMUNITY ED.  (3140),Science,Total,Total,Eighth Grade,2015,165,,165,*,*,119,72.1,34,20.6,*,5.5,*,*,,645.6,--
FARRAGUT ELEM.  (4580),Eng. Language Arts,Total,Total,Third Grade,2015,22,,22,*,*,15,68.2,*,27.3,*,*,*,*,,2349.2,--
FARRAGUT ELEM.  (4580),Eng. Language Arts,Total,Total,Fourth Grade,2015,18,,18,*,*,10,55.6,*,16.7,*,22.2,*,5.6,,2412.6,--
FARRAGUT ELEM.  (4580),Eng. Language Arts,Total,Total,Fifth Grade,2015,22,,22,*,*,*,31.8,*,*,13,59.1,*,*,,2490.3,--
FARRAGUT ELEM.  (4580),Eng. Language Arts,Total,Total,Sixth Grade,2015,21,,21,*,*,10,47.6,*,23.8,*,19,*,9.5,,2472.9,--
FARRAGUT ELEM.  (4580),Mathematics,Total,Total,Third Grade,2015,22,,22,*,*,12,54.5,*,9.1,*,22.7,*,13.6,,2382.4,--
FARRAGUT ELEM.  (4580),Mathematics,Total,Total,Fourth Grade,2015,18,,18,*,*,*,5.6,*,44.4,*,33.3,*,16.7,,2484.9,--
FARRAGUT ELEM.  (4580),Mathematics,Total,Total,Fifth Grade,2015,22,,22,*,*,*,13.6,*,22.7,13,59.1,*,*,,2539.3,--
FARRAGUT ELEM.  (4580),Mathematics,Total,Total,Sixth Grade,2015,21,,21,*,*,*,19,*,28.6,*,19,*,33.3,,2560.3,--
FARRAGUT ELEM.  (4580),Science,Total,Total,Fifth Grade,2015,22,,22,*,*,*,22.7,12,54.5,*,22.7,*,*,,645.6,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Eng. Language Arts,Total,Total,Third Grade,2015,40,,40,*,*,24,60,*,22.5,*,12.5,*,5,,2364.4,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Eng. Language Arts,Total,Total,Fourth Grade,2015,28,,28,*,*,17,60.7,*,14.3,*,25,*,*,,2393.9,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Eng. Language Arts,Total,Total,Fifth Grade,2015,28,,28,*,*,13,46.4,*,32.1,*,21.4,*,*,,2441.2,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Eng. Language Arts,Total,Total,Sixth Grade,2015,34,,33,*,*,15,45.5,14,42.4,*,9.1,*,*,,2452.6,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Mathematics,Total,Total,Third Grade,2015,40,,40,*,*,22,55,11,27.5,*,15,*,*,,2360.5,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Mathematics,Total,Total,Fourth Grade,2015,27,,27,*,*,12,44.4,10,37,*,18.5,*,*,,2405.8,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Mathematics,Total,Total,Fifth Grade,2015,28,,28,*,*,17,60.7,*,25,*,14.3,*,*,,2446.4,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Mathematics,Total,Total,Sixth Grade,2015,34,,34,*,*,30,88.2,*,11.8,*,*,*,*,,2388.4,--
FORD-FORD BR. ELEM. COMM. ED.  (4630),Science,Total,Total,Fifth Grade,2015,28,,28,*,*,10,35.7,14,50,*,14.3,*,*,,637,--
FROEBEL ELEM.  (4660),Eng. Language Arts,Total,Total,Third Grade,2015,58,,55,*,5.2,24,43.6,15,27.3,13,23.6,*,5.5,,2380.7,--
FROEBEL ELEM.  (4660),Eng. Language Arts,Total,Total,Fourth Grade,2015,57,,56,*,*,32,57.1,11,19.6,11,19.6,*,*,,2397.7,--
FROEBEL ELEM.  (4660),Eng. Language Arts,Total,Total,Fifth Grade,2015,49,,44,*,10.2,25,56.8,*,20.5,10,22.7,*,*,,2434.2,--
FROEBEL ELEM.  (4660),Mathematics,Total,Total,Third Grade,2015,58,,58,*,*,26,44.8,16,27.6,16,27.6,*,*,,2387.9,--
FROEBEL ELEM.  (4660),Mathematics,Total,Total,Fourth Grade,2015,57,,57,*,*,23,40.4,25,43.9,*,15.8,*,*,,2421.8,--
FROEBEL ELEM.  (4660),Mathematics,Total,Total,Fifth Grade,2015,49,,49,*,*,26,53.1,15,30.6,*,8.2,*,8.2,,2450.1,--
FROEBEL ELEM.  (4660),Science,Total,Total,Fifth Grade,2015,50,,50,*,*,24,48,16,32,*,14,*,6,,624.9,--
GATEWAY ELEM.  (4730),Eng. Language Arts,Total,Total,Third Grade,2015,89,,89,*,*,34,38.2,30,33.7,14,15.7,11,12.4,,2394.8,--
GATEWAY ELEM.  (4730),Eng. Language Arts,Total,Total,Fourth Grade,2015,87,,87,*,*,26,29.9,19,21.8,28,32.2,14,16.1,,2456.6,--
GATEWAY ELEM.  (4730),Eng. Language Arts,Total,Total,Fifth Grade,2015,89,,89,*,*,23,25.8,24,27,31,34.8,11,12.4,,2489.4,--
GATEWAY ELEM.  (4730),Mathematics,Total,Total,Third Grade,2015,89,,89,*,*,34,38.2,33,37.1,19,21.3,*,*,,2385.8,--
GATEWAY ELEM.  (4730),Mathematics,Total,Total,Fourth Grade,2015,87,,87,*,*,23,26.4,33,37.9,25,28.7,*,6.9,,2455.4,--
GATEWAY ELEM.  (4730),Mathematics,Total,Total,Fifth Grade,2015,89,,89,*,*,24,27,32,36,19,21.3,14,15.7,,2504.8,--
GATEWAY ELEM.  (4730),Science,Total,Total,Fifth Grade,2015,89,,89,*,*,23,25.8,41,46.1,19,21.3,*,6.7,,647.7,--
GATEWAY HIGH  (1220),Eng. Language Arts,Total,Total,Eleventh Grade,2015,11,,11,*,*,*,9.1,*,*,*,27.3,*,63.6,,0,--
GATEWAY HIGH  (1220),Mathematics,Total,Total,Eleventh Grade,2015,11,,11,*,*,*,9.1,*,27.3,*,63.6,*,*,,0,--
GATEWAY HIGH  (1220),Science,Total,Total,Eleventh Grade,2015,11,,11,*,*,*,*,*,*,*,18.2,*,81.8,,0,--
GATEWAY MIDDLE  (3230),Eng. Language Arts,Total,Total,Sixth Grade,2015,168,,168,*,*,71,42.3,57,33.9,35,20.8,*,*,,2464.9,--
GATEWAY MIDDLE  (3230),Eng. Language Arts,Total,Total,Seventh Grade,2015,190,,190,*,*,83,43.7,58,30.5,41,21.6,*,*,,2494.6,--
GATEWAY MIDDLE  (3230),Eng. Language Arts,Total,Total,Eighth Grade,2015,193,,193,*,*,73,37.8,62,32.1,46,23.8,12,6.2,,2519.5,--
GATEWAY MIDDLE  (3230),Mathematics,Total,Total,Sixth Grade,2015,168,,168,*,*,101,60.1,53,31.5,14,8.3,*,*,,2441,--
GATEWAY MIDDLE  (3230),Mathematics,Total,Total,Seventh Grade,2015,189,,189,*,*,137,72.5,41,21.7,*,*,*,*,,2443,--
GATEWAY MIDDLE  (3230),Mathematics,Total,Total,Eighth Grade,2015,179,,179,*,*,120,67,43,24,14,7.8,*,*,,2466.2,--
GATEWAY MIDDLE  (3230),Science,Total,Total,Eighth Grade,2015,193,,193,*,*,111,57.5,57,29.5,19,9.8,*,*,,662.9,--
GRISCOM JUVENILE DETENTION CTR  (1015),Eng. Language Arts,Total,Total,Sixth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2390,--
GRISCOM JUVENILE DETENTION CTR  (1015),Eng. Language Arts,Total,Total,Seventh Grade,2015,*,,*,*,*,*,50,*,50,*,*,*,*,,2403.5,--
GRISCOM JUVENILE DETENTION CTR  (1015),Eng. Language Arts,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2377.7,--
GRISCOM JUVENILE DETENTION CTR  (1015),Mathematics,Total,Total,Sixth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2351,--
GRISCOM JUVENILE DETENTION CTR  (1015),Mathematics,Total,Total,Seventh Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2423,--
GRISCOM JUVENILE DETENTION CTR  (1015),Mathematics,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2333.3,--
GRISCOM JUVENILE DETENTION CTR  (1015),Science,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,645.8,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Eng. Language Arts,Total,Total,Third Grade,2015,49,,47,*,*,25,53.2,14,29.8,*,10.6,*,6.4,,2355.8,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Eng. Language Arts,Total,Total,Fourth Grade,2015,52,,50,*,*,27,54,*,16,12,24,*,6,,2418.3,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Eng. Language Arts,Total,Total,Fifth Grade,2015,44,,40,*,9.1,27,67.5,*,17.5,*,12.5,*,*,,2417.5,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Mathematics,Total,Total,Third Grade,2015,49,,49,*,*,27,55.1,14,28.6,*,10.2,*,6.1,,2358.7,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Mathematics,Total,Total,Fourth Grade,2015,52,,52,*,*,22,42.3,24,46.2,*,5.8,*,5.8,,2418.8,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Mathematics,Total,Total,Fifth Grade,2015,44,,44,*,*,26,59.1,14,31.8,*,*,*,*,,2437.3,--
HAMILTON ELEM. COMMUNITY ED.  (4780),Science,Total,Total,Fifth Grade,2015,44,,44,*,*,17,38.6,22,50,*,6.8,*,*,,628.8,--
HENRY ELEM.  (4880),Eng. Language Arts,Total,Total,Third Grade,2015,28,,28,*,*,19,67.9,*,10.7,*,7.1,*,14.3,,2354.9,--
HENRY ELEM.  (4880),Eng. Language Arts,Total,Total,Fourth Grade,2015,38,,38,*,*,27,71.1,*,18.4,*,10.5,*,*,,2384.3,--
HENRY ELEM.  (4880),Eng. Language Arts,Total,Total,Fifth Grade,2015,22,,22,*,*,12,54.5,*,27.3,*,18.2,*,*,,2428.8,--
HENRY ELEM.  (4880),Eng. Language Arts,Total,Total,Sixth Grade,2015,20,,20,*,*,*,45,*,30,*,25,*,*,,2474.2,--
HENRY ELEM.  (4880),Mathematics,Total,Total,Third Grade,2015,28,,28,*,*,21,75,*,14.3,*,10.7,*,*,,2329.6,--
HENRY ELEM.  (4880),Mathematics,Total,Total,Fourth Grade,2015,38,,38,*,*,29,76.3,*,18.4,*,*,*,*,,2379.4,--
HENRY ELEM.  (4880),Mathematics,Total,Total,Fifth Grade,2015,22,,22,*,*,17,77.3,*,22.7,*,*,*,*,,2413.3,--
HENRY ELEM.  (4880),Mathematics,Total,Total,Sixth Grade,2015,20,,20,*,*,14,70,*,20,*,10,*,*,,2437.6,--
HENRY ELEM.  (4880),Science,Total,Total,Fifth Grade,2015,22,,22,*,*,*,31.8,14,63.6,*,*,*,*,,629.1,--
HERZOG ELEM.  (4900),Eng. Language Arts,Total,Total,Third Grade,2015,52,,52,*,*,37,71.2,*,11.5,*,11.5,*,5.8,,2341.8,--
HERZOG ELEM.  (4900),Eng. Language Arts,Total,Total,Fourth Grade,2015,55,,55,*,*,29,52.7,11,20,*,14.5,*,12.7,,2409.9,--
HERZOG ELEM.  (4900),Eng. Language Arts,Total,Total,Fifth Grade,2015,42,,42,*,*,28,66.7,*,21.4,*,11.9,*,*,,2412.9,--
HERZOG ELEM.  (4900),Eng. Language Arts,Total,Total,Sixth Grade,2015,33,,33,*,*,17,51.5,13,39.4,*,9.1,*,*,,2447.7,--
HERZOG ELEM.  (4900),Mathematics,Total,Total,Third Grade,2015,52,,52,*,*,39,75,*,15.4,*,5.8,*,*,,2341.5,--
HERZOG ELEM.  (4900),Mathematics,Total,Total,Fourth Grade,2015,55,,55,*,*,36,65.5,15,27.3,*,7.3,*,*,,2387.1,--
HERZOG ELEM.  (4900),Mathematics,Total,Total,Fifth Grade,2015,42,,42,*,*,34,81,*,11.9,*,*,*,*,,2412.9,--
HERZOG ELEM.  (4900),Mathematics,Total,Total,Sixth Grade,2015,33,,33,*,*,24,72.7,*,24.2,*,*,*,*,,2421.6,--
HERZOG ELEM.  (4900),Science,Total,Total,Fifth Grade,2015,42,,42,*,*,17,40.5,23,54.8,*,*,*,*,,621.2,--
HICKEY ELEM.  (4890),Eng. Language Arts,Total,Total,Third Grade,2015,33,,33,*,*,20,60.6,*,18.2,*,9.1,*,12.1,,2349.6,--
HICKEY ELEM.  (4890),Eng. Language Arts,Total,Total,Fourth Grade,2015,31,,31,*,*,15,48.4,*,29,*,16.1,*,6.5,,2409.1,--
HICKEY ELEM.  (4890),Eng. Language Arts,Total,Total,Fifth Grade,2015,26,,26,*,*,10,38.5,*,26.9,*,30.8,*,*,,2453.6,--
HICKEY ELEM.  (4890),Mathematics,Total,Total,Third Grade,2015,33,,33,*,*,18,54.5,*,18.2,*,24.2,*,*,,2369.8,--
HICKEY ELEM.  (4890),Mathematics,Total,Total,Fourth Grade,2015,31,,31,*,*,*,29,16,51.6,*,16.1,*,*,,2431.2,--
HICKEY ELEM.  (4890),Mathematics,Total,Total,Fifth Grade,2015,26,,26,*,*,12,46.2,10,38.5,*,15.4,*,*,,2466.8,--
HICKEY ELEM.  (4890),Science,Total,Total,Fifth Grade,2015,25,,25,*,*,*,32,13,52,*,16,*,*,,632.1,--
HODGEN ELEM.  (4920),Eng. Language Arts,Total,Total,Third Grade,2015,44,,44,*,*,19,43.2,13,29.5,*,18.2,*,9.1,,2393.1,--
HODGEN ELEM.  (4920),Eng. Language Arts,Total,Total,Fourth Grade,2015,33,,33,*,*,15,45.5,*,21.2,*,21.2,*,12.1,,2422.3,--
HODGEN ELEM.  (4920),Eng. Language Arts,Total,Total,Fifth Grade,2015,23,,23,*,*,*,39.1,*,26.1,*,26.1,*,8.7,,2465.8,--
HODGEN ELEM.  (4920),Eng. Language Arts,Total,Total,Sixth Grade,2015,19,,19,*,*,10,52.6,*,26.3,*,21.1,*,*,,2461.4,--
HODGEN ELEM.  (4920),Mathematics,Total,Total,Third Grade,2015,44,,44,*,*,24,54.5,11,25,*,18.2,*,*,,2384.7,--
HODGEN ELEM.  (4920),Mathematics,Total,Total,Fourth Grade,2015,33,,33,*,*,15,45.5,11,33.3,*,15.2,*,6.1,,2430.9,--
HODGEN ELEM.  (4920),Mathematics,Total,Total,Fifth Grade,2015,23,,23,*,*,13,56.5,*,34.8,*,8.7,*,*,,2442,--
HODGEN ELEM.  (4920),Mathematics,Total,Total,Sixth Grade,2015,19,,19,*,*,16,84.2,*,15.8,*,*,*,*,,2412.3,--
HODGEN ELEM.  (4920),Science,Total,Total,Fifth Grade,2015,23,,23,*,*,*,30.4,12,52.2,*,13,*,*,,639.1,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Eng. Language Arts,Total,Total,Third Grade,2015,112,,112,*,*,55,49.1,35,31.3,11,9.8,11,9.8,,2373.7,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Eng. Language Arts,Total,Total,Fourth Grade,2015,106,,106,*,*,51,48.1,22,20.8,22,20.8,11,10.4,,2421.3,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Eng. Language Arts,Total,Total,Fifth Grade,2015,87,,87,*,*,39,44.8,17,19.5,25,28.7,*,6.9,,2459.3,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Mathematics,Total,Total,Third Grade,2015,112,,112,*,*,49,43.8,45,40.2,16,14.3,*,*,,2382.2,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Mathematics,Total,Total,Fourth Grade,2015,106,,106,*,*,51,48.1,47,44.3,*,7.5,*,*,,2408.7,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Mathematics,Total,Total,Fifth Grade,2015,87,,87,*,*,46,52.9,34,39.1,*,*,*,*,,2451.9,--
HUMBOLDT ACAD OF HIGHER LRNING  (4960),Science,Total,Total,Fifth Grade,2015,87,,87,*,*,25,28.7,43,49.4,12,13.8,*,8,,641.8,--
JEFFERSON ELEM.  (5020),Eng. Language Arts,Total,Total,Third Grade,2015,23,,23,*,*,13,56.5,*,30.4,*,13,*,*,,2358.1,--
JEFFERSON ELEM.  (5020),Eng. Language Arts,Total,Total,Fourth Grade,2015,30,,30,*,*,15,50,*,13.3,10,33.3,*,*,,2413.3,--
JEFFERSON ELEM.  (5020),Eng. Language Arts,Total,Total,Fifth Grade,2015,15,,15,*,*,*,26.7,10,66.7,*,6.7,*,*,,2448.3,--
JEFFERSON ELEM.  (5020),Mathematics,Total,Total,Third Grade,2015,23,,23,*,*,14,60.9,*,21.7,*,17.4,*,*,,2346.7,--
JEFFERSON ELEM.  (5020),Mathematics,Total,Total,Fourth Grade,2015,30,,30,*,*,13,43.3,14,46.7,*,10,*,*,,2422.8,--
JEFFERSON ELEM.  (5020),Mathematics,Total,Total,Fifth Grade,2015,15,,15,*,*,11,73.3,*,20,*,6.7,*,*,,2429.1,--
JEFFERSON ELEM.  (5020),Science,Total,Total,Fifth Grade,2015,15,,15,*,*,*,33.3,10,66.7,*,*,*,*,,630.3,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Eng. Language Arts,Total,Total,Third Grade,2015,68,,68,*,*,*,*,*,*,*,8.8,61,89.7,,2566.4,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Eng. Language Arts,Total,Total,Fourth Grade,2015,68,,68,*,*,*,*,*,*,*,10.3,61,89.7,,2605.1,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Eng. Language Arts,Total,Total,Fifth Grade,2015,77,,77,*,*,*,*,*,*,19,24.7,56,72.7,,2612.7,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Third Grade,2015,68,,68,*,*,*,*,*,*,11,16.2,53,77.9,,2545.4,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fourth Grade,2015,68,,68,*,*,*,*,*,7.4,22,32.4,41,60.3,,2567,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2015,77,,77,*,*,*,*,*,10.4,10,13,56,72.7,,2605.6,--
KENNARD/CLASSICAL JR. ACAD.  (5030),Science,Total,Total,Fifth Grade,2015,77,,77,*,*,*,*,*,7.8,22,28.6,49,63.6,,700.5,--
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2015,38,,38,*,*,26,68.4,*,15.8,*,7.9,*,7.9,,2319.7,--
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2015,39,,39,*,*,24,61.5,11,28.2,*,7.7,*,*,,2379.6,--
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2015,36,,36,*,*,20,55.6,*,19.4,*,19.4,*,5.6,,2422.4,--
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2015,38,,38,*,*,31,81.6,*,13.2,*,5.3,*,*,,2345.9,--
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2015,39,,39,*,*,27,69.2,12,30.8,*,*,*,*,,2388.3,--
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2015,36,,36,*,*,23,63.9,*,25,*,8.3,*,*,,2439.4,--
LACLEDE ELEM.  (5060),Science,Total,Total,Fifth Grade,2015,36,,36,*,*,16,44.4,17,47.2,*,5.6,*,*,,623.8,--
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2015,65,,64,*,*,43,67.2,12,18.8,*,14.1,*,*,,2419.2,--
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2015,120,,119,*,*,83,69.7,25,21,10,8.4,*,*,,2444.6,--
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2015,119,,117,*,*,74,63.2,30,25.6,12,10.3,*,*,,2461.2,--
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2015,65,,65,*,*,52,80,11,16.9,*,*,*,*,,2408.4,--
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2015,120,,120,*,*,86,71.7,31,25.8,*,*,*,*,,2421.7,--
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2015,119,,117,*,*,108,92.3,*,6.8,*,*,*,*,,2416.1,--
LANGSTON MIDDLE  (3240),Science,Total,Total,Eighth Grade,2015,120,,119,*,*,81,68.1,32,26.9,*,5,*,*,,653,--
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2015,51,,51,*,*,18,35.3,19,37.3,*,17.6,*,9.8,,2391.1,--
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2015,48,,48,*,*,22,45.8,11,22.9,12,25,*,6.3,,2415.1,--
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2015,43,,43,*,*,12,27.9,12,27.9,16,37.2,*,7,,2485,--
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2015,51,,51,*,*,*,17.6,19,37.3,21,41.2,*,*,,2419.7,--
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2015,48,,48,*,*,22,45.8,22,45.8,*,8.3,*,*,,2410.8,--
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2015,43,,43,*,*,14,32.6,13,30.2,12,27.9,*,9.3,,2486.8,--
LEXINGTON ELEM.  (5100),Science,Total,Total,Fifth Grade,2015,43,,43,*,*,*,14,23,53.5,10,23.3,*,9.3,,652.5,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Fifth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2396,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2015,73,,70,*,*,28,40,24,34.3,15,21.4,*,*,,2464.1,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2015,96,,89,*,7.3,42,47.2,16,18,25,28.1,*,6.7,,2490.4,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2015,92,,80,12,13,36,45,23,28.8,19,23.8,*,*,,2501.4,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Fifth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2391,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2015,73,,73,*,*,46,63,19,26,*,8.2,*,*,,2444.9,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2015,96,,96,*,*,66,68.8,19,19.8,10,10.4,*,*,,2437.6,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2015,91,,91,*,*,67,73.6,19,20.9,*,*,*,*,,2443.6,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Science,Total,Total,Fifth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,547,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Science,Total,Total,Eighth Grade,2015,91,,91,*,*,53,58.2,25,27.5,12,13.2,*,*,,656.1,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Third Grade,2015,39,,39,*,*,22,56.4,10,25.6,*,12.8,*,5.1,,2355.7,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Fourth Grade,2015,26,,26,*,*,15,57.7,*,26.9,*,11.5,*,*,,2397.4,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Fifth Grade,2015,35,,35,*,*,29,82.9,*,8.6,*,*,*,5.7,,2403.5,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Sixth Grade,2015,54,,54,*,*,33,61.1,19,35.2,*,*,*,*,,2436.7,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Seventh Grade,2015,66,,65,*,*,33,50.8,20,30.8,11,16.9,*,*,,2472.4,--
LYON AT BLOW ELEM.  (5180),Eng. Language Arts,Total,Total,Eighth Grade,2015,63,,63,*,*,22,34.9,28,44.4,11,17.5,*,*,,2511.7,--
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Third Grade,2015,39,,39,*,*,29,74.4,*,15.4,*,7.7,*,*,,2342.3,--
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Fourth Grade,2015,26,,26,*,*,19,73.1,*,23.1,*,*,*,*,,2391.7,--
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Fifth Grade,2015,35,,35,*,*,32,91.4,*,5.7,*,*,*,*,,2396.7,--
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Sixth Grade,2015,54,,54,*,*,40,74.1,14,25.9,*,*,*,*,,2413.3,--
